date,price,strength,signal_type,price_change_1d,price_change_1d_pct,price_change_5d,price_change_5d_pct,price_change_10d,price_change_10d_pct,price_change_20d,price_change_20d_pct,accuracy_1d,accuracy_5d,accuracy_10d,accuracy_20d
2024-11-04,221.52244567871094,1,buy,1.4368438720703125,0.6486222502952499,2.4612884521484375,1.1110785837558979,6.24713134765625,2.8200895527837,20.861053466796875,9.417128545543907,50.0,50.0,50.0,50.0
2025-03-10,227.47999572753906,1,buy,-6.6399993896484375,-2.9189377151217277,-13.479995727539062,-5.925793907471554,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0
