Date,Close,High,Low,Open,Volume,Returns,signal
2024-03-22,151.05453491210938,151.84080403684533,149.38244681787967,149.5317488047315,19226300.0,,0
2024-03-25,150.4374542236328,150.74201145898448,148.09854152495535,150.2384000856177,15114700.0,-0.004085151689325994,0
2024-03-26,150.98486328125,152.4777920846642,150.3180235714812,150.52704028617632,19312700.0,0.0036387817145817625,0
2024-03-27,151.2237548828125,151.9702193710295,149.4222896811463,151.42779033201487,16622000.0,0.001582222193475813,0
2024-03-28,151.542236328125,151.9503072206797,150.61662766569765,151.28346744318867,21105600.0,0.002106027889330564,0
2024-04-01,155.76223754882812,156.25988048029402,150.93509503886602,151.11425439135942,24469800.0,0.027847030128061556,-1
2024-04-02,155.13522338867188,155.25466803529602,152.7365956795216,154.0205079325735,17598100.0,-0.00402545681176214,0
2024-04-03,155.63284301757812,155.8120023671829,153.40540191838465,154.18968157696656,17266200.0,0.0032076508354232924,0
2024-04-04,151.2237548828125,155.44375773660943,151.16404015365256,154.34895226600653,24184800.0,-0.028330062275272017,0
2024-04-05,153.2143096923828,154.1100609031813,150.36877863435,150.96495390021258,16289800.0,0.013162977014509636,0
2024-04-08,155.4039306640625,155.91650226489386,153.26407217985934,153.2889482511509,16641500.0,0.014291230212608141,0
2024-04-09,157.39450073242188,159.1362509369547,155.90157198567948,156.6082316080211,21538100.0,0.012809007210135448,0
2024-04-10,156.91677856445312,157.4144215142172,155.4636544689247,157.1357426772979,16339200.0,-0.0030351897032342423,0
2024-04-11,160.03201293945312,160.36045910838484,157.18549466223584,157.59356552547138,17841700.0,0.019852780585349672,-1
2024-04-12,158.43955993652344,160.93772200076836,157.8523449185831,158.65354275354042,16968200.0,-0.009950840295511298,0
2024-04-15,155.59303283691406,160.0718189916202,155.41387349356054,159.52440875756264,21140900.0,-0.017966012407190424,0
2024-04-16,155.26458740234375,156.48878470454247,154.3190689138674,154.90628390086408,15413200.0,-0.0021109263607874684,0
2024-04-17,156.1404571533203,157.9329619598977,155.39895882932524,156.44899335301892,16237800.0,0.005641143068295884,0
2024-04-18,156.7177276611328,157.73788965449194,155.47362026100805,156.1852460490335,14016100.0,0.0036971232077644967,0
2024-04-19,154.9859161376953,157.24521930392896,153.18445115165247,157.00634522902195,20063900.0,-0.011050514509642229,0
2024-04-22,157.20538330078125,158.4345618261258,154.92618558467942,155.27452648977632,17243900.0,0.014320444195162096,0
2024-04-23,159.16610717773438,159.72346480936866,157.2203215690728,157.84237520917472,16115400.0,0.012472371084148337,0
2024-04-24,160.34054565429688,160.62917184903918,158.0712952848792,158.34001151164955,19485700.0,0.007378696993896039,0
2024-04-25,157.20538330078125,157.53382942514497,152.0478208576874,152.63702529135549,36197800.0,-0.019553147587979436,0
2024-04-26,172.87120056152344,175.58832666155163,170.59198747560998,175.16036103860196,56500800.0,0.09965191351474756,-1
2024-04-29,167.10848999023438,170.5720957211152,166.27245351182466,169.96497073841974,35914600.0,-0.03333528402978936,0
2024-04-30,163.86387634277344,169.06921754993925,163.72453691882748,166.59096528212498,29420800.0,-0.01941621067637289,0
2024-05-01,164.78948974609375,168.01420626410095,164.12263484487258,165.39659955094953,25223200.0,0.005648672690887091,0
2024-05-02,167.66587829589844,167.73554041543014,164.90893195424,165.88430793569268,17041100.0,0.01745492721797115,0
2024-05-03,168.193359375,169.04930580388765,164.20225344161207,168.7407544368837,22767100.0,0.0031460252047865733,0
2024-05-06,169.02938842773438,169.09905053623592,167.09853155507523,168.42226348516482,15147900.0,0.0049706424548567885,0
2024-05-07,172.16453552246094,172.65223103765175,169.19858805476193,169.31801749241833,21102400.0,0.01854794082785749,0
2024-05-08,170.35313415527344,171.09859622958308,169.71814128050192,169.94506330132936,14569900.0,-0.010521338565404936,0
2024-05-09,170.77114868164062,171.62709512370475,169.12891791013897,170.3431678671801,11937700.0,0.002453811774229875,0
2024-05-10,169.48721313476562,170.53226626790192,167.11844324476036,168.890050763585,18740500.0,-0.00751845705077836,0
2024-05-13,170.0943603515625,170.14412768572356,164.9785912490824,165.06518671425982,19648600.0,0.003582259720761982,0
2024-05-14,171.1195068359375,171.96550597184986,169.61663051218866,170.78111325631593,18729500.0,0.0060269281254015095,0
2024-05-15,173.060302734375,173.2255205444955,171.21901789802692,171.48774932095938,20958200.0,0.011341757198366942,0
2024-05-16,174.60299682617188,175.5087106331646,173.22951262162755,173.77692289985708,17247300.0,0.008914199660015054,0
2024-05-17,176.45420837402344,176.65824378032863,174.15510066358578,174.7224208450474,16546400.0,0.010602404205550808,0
2024-05-20,177.6187286376953,179.1016949111226,176.3895499420499,176.47414073902465,17495100.0,0.006599560726845866,0
2024-05-21,178.69361877441406,178.97231279047915,176.474135532202,177.55899348782262,14706000.0,0.006051671155192784,0
