date,price,strength,signal_type,price_change_1d,price_change_1d_pct,price_change_5d,price_change_5d_pct,price_change_10d,price_change_10d_pct,price_change_20d,price_change_20d_pct,accuracy_1d,accuracy_5d,accuracy_10d,accuracy_20d
2024-04-30,386.380126953125,1,buy,5.567474365234375,1.4409318639490465,19.858367919921875,5.13959350769897,27.023681640625,6.994066142512412,40.306396484375,10.43179855087757,80.0,60.0,60.0,20.0
2024-07-24,426.4180603027344,1,buy,-10.439239501953125,-2.448123209073705,-10.48895263671875,-2.4597815179948412,-30.293670654296875,-7.104218482863967,-3.972381591796875,-0.9315697344002505,80.0,60.0,60.0,20.0
2024-10-07,407.9040222167969,1,buy,5.149322509765625,1.2623858136483035,9.561614990234375,2.34408450749537,9.20306396484375,2.256183676451329,-1.07574462890625,-0.2637249378076745,80.0,60.0,60.0,20.0
2025-02-27,392.5299987792969,1,buy,4.459991455078125,1.1362167143780022,4.360015869140625,1.1107471741521824,-13.760009765625,-3.5054670492488116,0.0,0.0,80.0,60.0,60.0,20.0
2025-03-03,388.489990234375,1,buy,0.1199951171875,0.03088756987408292,-8.329986572265625,-2.144195933398485,0.21002197265625,0.05406110271453102,0.0,0.0,80.0,60.0,60.0,20.0
